Brand,price_per_km,availability_status,Range,efficiency,weight,speed,Fast_charge,distance,cargo_vol,Battery,german_price,netherland_price,uk_price,towing,driver_type,No.of_Seats,Heat_Pump,Towbar,Rating,Bidirectional,Load,Home,Grid
Volkswagen,253,Available,255,250,2302,8.6,75,254,800,63.8,64867,64240,49825,2000,Rear Wheel,7,1,1,5.0,0,1,1,1
Hyundai,135,Discontinued,245,160,1610,9.7,37,221,332,39.2,34600,54990,27250,0,Front Wheel,5,0,0,5.0,0,1,1,1
Audi,311,Discontinued,320,270,2695,4.5,146,339,722,86.5,93800,104540,87000,1800,All Wheel,5,1,1,5.0,0,1,1,1
Citroen,222,Discontinued,265,260,2161,13.3,79,252,912,69.0,58730,58958,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Ford,326,Discontinued,235,272,2602,8.0,105,245,819,64.0,76517,54990,49825,2000,Rear Wheel,7,1,1,5.0,0,1,1,1
Mercedes,158,Discontinued,510,175,2385,6.4,120,554,430,89.0,70210,83238,77345,750,Rear Wheel,5,1,1,5.0,0,1,1,1
Abarth,171,Available,225,166,1435,7.0,67,244,185,37.3,40990,38990,30995,0,Front Wheel,4,0,0,5.0,0,1,1,1
Ford,168,Discontinued,350,207,2276,6.2,100,372,619,72.6,57900,59400,49825,750,All Wheel,5,0,1,5.0,0,1,1,1
Polestar,183,Available,440,200,2390,6.5,170,520,508,88.0,55400,54990,69990,1500,Rear Wheel,5,1,1,5.0,1,1,1,1
Hyundai,106,Available,385,168,1790,8.1,70,379,493,64.8,41340,39995,49825,750,Front Wheel,5,1,1,4.0,1,1,1,1
Nissan,168,Discontinued,405,215,2293,5.1,80,391,415,87.0,71490,64990,59025,1500,All Wheel,5,1,1,5.0,0,1,1,1
Porsche,350,Available,495,196,2395,2.8,267,636,489,97.0,177000,184500,138200,0,All Wheel,5,1,0,5.0,0,1,1,1
Porsche,327,Discontinued,425,197,2385,3.7,216,542,530,83.7,140858,147563,111200,0,All Wheel,5,1,0,5.0,0,1,1,1
Genesis,203,Discontinued,350,211,2310,4.2,190,432,528,74.0,67300,54990,65105,1800,All Wheel,5,0,1,5.0,0,1,1,1
Mercedes,240,Discontinued,450,201,2535,4.2,141,491,430,90.6,104756,111068,49825,750,All Wheel,5,1,1,5.0,0,1,1,1
GWM,127,Available,350,184,2065,8.2,75,339,333,64.3,44490,54990,49825,0,Front Wheel,5,1,0,5.0,0,1,1,1
Peugeot,238,Discontinued,265,260,2131,14.3,79,252,603,69.0,59640,66442,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Peugeot,223,Discontinued,265,260,2161,14.3,79,252,989,69.0,58730,59303,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Ford,197,Discontinued,425,214,2348,4.4,86,397,619,91.0,86200,79200,74540,750,All Wheel,5,0,1,5.0,0,1,1,1
Volkswagen,152,Discontinued,405,190,2243,6.3,115,447,549,77.0,56455,63790,56545,1200,All Wheel,5,1,1,5.0,1,1,1,1
Mercedes,189,Discontinued,610,178,2630,5.6,173,677,620,108.4,113359,116955,49825,750,All Wheel,5,1,1,5.0,0,1,1,1
Peugeot,225,Available,265,260,2240,14.2,79,252,989,69.0,53230,69781,48395,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Volvo,159,Available,400,198,2185,4.6,110,438,435,79.0,64390,57995,59610,1800,All Wheel,5,1,1,5.0,0,1,1,1
Polestar,142,Discontinued,450,176,2180,4.2,110,501,448,79.0,63490,61700,57950,1500,All Wheel,5,1,1,5.0,0,1,1,1
Ford,244,Available,270,263,2432,9.0,105,272,819,71.0,62654,68349,57923,2000,Rear Wheel,7,1,1,5.0,0,1,1,1
Sono,116,Discontinued,260,181,1730,9.0,60,261,650,47.0,29900,30400,49825,750,Front Wheel,5,0,1,5.0,0,1,1,1
Tesla,243,Discontinued,440,216,2572,3.6,100,438,510,95.0,107600,106220,93150,2250,All Wheel,7,0,1,5.0,0,1,1,1
NIO,246,Discontinued,355,207,2421,3.9,110,376,570,73.5,85900,88900,49825,2000,All Wheel,5,1,1,5.0,0,1,1,1
Porsche,273,Discontinued,415,171,2215,4.0,183,525,491,71.0,114559,120564,90700,0,All Wheel,5,1,0,5.0,0,1,1,1
Ford,291,Discontinued,235,272,2557,9.0,105,245,672,64.0,66819,54990,60886,2000,Rear Wheel,7,1,1,5.0,0,1,1,1
Opel,306,Discontinued,185,250,1969,12.1,78,198,510,46.3,63250,57183,42735,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Volkswagen,119,Discontinued,430,179,2117,10.4,125,459,549,77.0,46515,48590,50550,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Volvo,160,Discontinued,400,198,2185,4.8,110,438,435,79.0,61290,54990,57805,1800,All Wheel,5,1,1,5.0,0,1,1,1
Mercedes,213,Available,220,205,1944,13.3,50,221,828,45.0,41613,52326,49825,1500,Front Wheel,7,1,1,5.0,0,1,1,1
Volkswagen,145,Available,320,163,1963,8.9,87,359,549,52.0,45270,47990,39590,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Volkswagen,252,Available,250,255,2348,12.8,75,250,1000,63.8,63725,62990,54424,2000,Rear Wheel,7,1,1,5.0,0,1,1,1
Smart,286,Discontinued,95,176,1125,11.9,0,66,260,16.7,25200,27910,24645,0,Rear Wheel,2,0,0,5.0,0,1,1,1
Skoda,122,Discontinued,455,169,2230,6.6,120,503,570,77.0,53400,54990,50305,1200,All Wheel,5,1,1,5.0,1,1,1,1
Tesla,238,Discontinued,345,180,2183,5.4,95,376,895,62.0,74719,89385,49825,1000,All Wheel,5,0,0,5.0,0,1,1,1
Ford,135,Discontinued,480,190,2160,7.0,86,448,619,91.0,62950,67360,56080,1000,Rear Wheel,5,0,1,5.0,0,1,1,1
Mercedes,267,Discontinued,490,221,2805,6.0,173,521,645,108.4,114609,129660,129470,1800,All Wheel,7,0,1,5.0,0,1,1,1
Audi,150,Discontinued,385,199,2210,6.9,115,418,520,76.6,53990,61415,49825,1200,All Wheel,5,1,1,5.0,1,1,1,1
Mercedes,321,Discontinued,535,203,2700,3.4,173,590,620,108.4,155009,173825,161860,750,All Wheel,5,1,1,5.0,0,1,1,1
Porsche,202,Available,565,172,2325,4.6,267,738,491,97.0,111924,116562,49825,0,All Wheel,5,1,0,5.0,0,1,1,1
BMW,183,Discontinued,440,185,2405,5.5,136,502,570,81.2,77600,83327,49825,2000,All Wheel,5,1,1,5.0,0,1,1,1
Mercedes,254,Discontinued,310,290,2660,12.1,96,285,1410,90.0,72519,84809,49825,0,Front Wheel,7,0,0,5.0,0,1,1,1
Peugeot,193,Discontinued,205,226,1765,11.7,78,217,571,46.3,41240,39620,33120,750,Front Wheel,7,1,1,5.0,0,1,1,1
Nissan,195,Available,220,205,1992,13.3,50,218,819,45.0,55400,42790,49825,1500,Front Wheel,7,0,1,5.0,0,1,1,1
Ford,344,Available,255,278,2807,8.0,105,259,819,71.0,55400,54990,76187,2000,Rear Wheel,7,1,1,5.0,0,1,1,1
Citroen,317,Discontinued,100,205,1679,19.5,30,105,1350,20.5,55400,31670,49825,1000,Front Wheel,5,0,0,5.0,0,1,1,1
Skoda,147,Discontinued,420,183,2258,6.2,115,456,585,77.0,63300,54990,52670,1200,All Wheel,5,1,1,5.0,1,1,1,1
Toyota,205,Discontinued,205,226,1813,11.2,78,221,850,46.3,40150,46895,34113,750,Front Wheel,7,1,1,5.0,0,1,1,1
Ford,315,Available,250,284,2900,7.0,105,257,819,71.0,78659,54990,49825,2300,All Wheel,7,1,1,5.0,0,1,1,1
Tesla,327,Discontinued,405,211,2262,3.0,90,401,895,85.5,131400,133700,49825,1000,All Wheel,5,0,0,5.0,0,1,1,1
Porsche,251,Discontinued,380,187,2155,5.4,183,480,530,71.0,94091,99563,80200,0,Rear Wheel,5,1,0,5.0,0,1,1,1
Volkswagen,121,Discontinued,405,190,2221,6.9,115,440,543,77.0,49020,54990,49825,1200,All Wheel,5,1,1,5.0,1,1,1,1
Fiat,234,Discontinued,265,260,2140,13.3,79,252,450,69.0,61990,54990,49825,1000,Front Wheel,7,0,1,5.0,0,1,1,1
Mercedes,210,Available,435,208,2565,6.0,141,468,520,90.6,89548,92727,80005,1800,All Wheel,5,1,1,5.0,0,1,1,1
Peugeot,271,Discontinued,185,250,1969,13.1,78,198,603,46.3,51940,48353,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Mercedes,136,Discontinued,420,168,2055,9.1,90,414,340,70.5,55960,58080,49825,0,Front Wheel,5,1,0,5.0,0,1,1,1
Porsche,204,Available,530,183,2270,4.8,267,685,530,97.0,108124,114144,89200,0,Rear Wheel,5,1,0,5.0,0,1,1,1
Lotus,328,Discontinued,465,213,2650,2.8,328,611,543,98.9,150990,155025,131255,1225,All Wheel,5,1,1,5.0,0,1,1,1
NIO,258,Available,360,204,2613,4.1,110,388,265,73.5,94900,90900,49825,2000,All Wheel,7,1,1,5.0,0,1,1,1
Porsche,221,Available,490,168,2245,4.6,195,611,491,82.3,106200,110433,49825,0,All Wheel,5,1,0,5.0,0,1,1,1
Skywell,131,Available,325,209,1955,9.6,50,296,467,68.0,55400,54990,36995,1000,Front Wheel,5,0,0,5.0,0,1,1,1
Genesis,146,Available,425,188,2050,7.8,205,522,432,80.0,55400,54990,54115,1600,Rear Wheel,5,1,1,5.0,1,1,1,1
Smart,237,Discontinued,95,176,1200,12.7,0,65,185,16.7,22600,23995,18190,0,Rear Wheel,4,0,0,5.0,0,1,1,1
Seres,149,Discontinued,255,196,1765,8.9,50,231,318,50.0,55400,37995,49825,0,Front Wheel,5,0,0,5.0,0,1,1,1
Ford,271,Available,265,268,2500,9.0,105,266,672,71.0,71698,54990,49825,2000,All Wheel,7,1,1,5.0,0,1,1,1
Audi,149,Discontinued,400,192,2215,6.9,115,442,535,76.6,55900,63465,49825,1200,All Wheel,5,1,1,5.0,1,1,1,1
Ford,156,Discontinued,375,187,2044,6.9,78,375,619,70.0,62900,53900,50830,750,Rear Wheel,5,0,1,5.0,0,1,1,1
Lucid,192,Discontinued,605,159,2337,3.6,160,689,910,96.0,99900,132000,49825,0,All Wheel,5,1,0,5.0,1,1,1,1
Kia,150,Discontinued,235,167,1667,9.8,37,215,451,39.2,35290,54990,49825,0,Front Wheel,5,0,0,4.0,0,1,1,1
Ford,184,Discontinued,410,215,2348,4.4,86,388,619,88.0,72900,76890,66280,750,All Wheel,5,0,1,5.0,0,1,1,1
Peugeot,243,Discontinued,265,260,2161,14.3,79,252,989,69.0,60430,68378,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Ford,184,Available,415,219,2354,3.9,115,420,619,91.0,81000,71400,49825,750,All Wheel,5,1,1,5.0,0,1,1,1
Mercedes,268,Available,450,201,2540,3.5,141,491,430,90.6,110706,129380,105995,1700,All Wheel,5,1,1,5.0,0,1,1,1
DS,150,Discontinued,255,182,1598,8.7,78,278,350,46.3,38690,39990,31500,0,Front Wheel,5,1,0,5.0,0,1,1,1
Peugeot,207,Discontinued,200,232,1841,11.7,78,214,806,46.3,42440,41430,35120,750,Front Wheel,7,1,1,5.0,0,1,1,1
Opel,269,Discontinued,180,257,1989,12.1,78,191,912,46.3,51825,50044,37835,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Porsche,244,Available,510,190,2350,3.7,267,655,530,97.0,127322,133631,97200,0,All Wheel,5,1,0,5.0,0,1,1,1
Volkswagen,145,Discontinued,320,163,1966,8.9,87,359,549,52.0,45270,46990,41080,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Mercedes,335,Discontinued,420,216,2690,3.5,141,453,520,90.6,139438,149788,114995,1800,All Wheel,5,1,1,5.0,0,1,1,1
Peugeot,221,Available,265,260,2211,14.2,79,252,603,69.0,52230,68571,47495,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Volkswagen,288,Available,245,260,2568,8.6,75,247,1000,63.8,69175,71690,61577,2000,Rear Wheel,7,1,1,5.0,0,1,1,1
Citroen,270,Discontinued,185,250,1969,12.1,78,198,507,46.3,51940,48008,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Mercedes,271,Discontinued,455,199,2525,3.5,141,491,430,90.6,109777,128613,114750,750,All Wheel,5,1,1,5.0,0,1,1,1
Volvo,162,Discontinued,400,198,2185,4.6,110,438,435,79.0,64390,60995,59555,1800,All Wheel,5,1,1,5.0,0,1,1,1
Lotus,245,Discontinued,520,190,2555,4.2,328,693,543,98.9,126950,130585,108755,2250,All Wheel,5,1,1,5.0,0,1,1,1
BMW,265,Discontinued,160,170,1340,6.9,46,163,260,27.2,45750,44081,32475,0,Rear Wheel,4,1,0,4.0,0,1,1,1
Audi,228,Discontinued,455,233,2725,4.5,144,463,631,106.0,98100,99990,98815,1800,All Wheel,5,1,1,5.0,0,1,1,1
VinFast,144,Available,400,219,2595,5.5,105,411,376,87.7,58890,56690,49825,1800,All Wheel,5,1,1,5.0,0,1,1,1
BMW,263,Discontinued,415,196,2425,3.9,136,479,570,81.2,101500,111520,99995,2000,All Wheel,5,1,1,5.0,0,1,1,1
Opel,175,Available,230,217,1881,11.3,80,242,1050,50.0,39600,44584,31590,750,Front Wheel,7,1,1,5.0,0,1,1,1
DS,139,Available,415,178,2207,7.7,90,443,620,73.7,57700,57000,50790,1260,Front Wheel,5,1,1,4.0,1,1,1,1
Ford,279,Available,260,273,2600,9.0,105,266,819,71.0,72650,54990,49825,2000,All Wheel,7,1,1,5.0,0,1,1,1
Porsche,408,Available,505,192,2395,2.4,267,655,489,97.0,210800,219900,163200,0,All Wheel,5,1,0,5.0,0,1,1,1
Porsche,427,Available,485,200,2400,2.5,267,620,489,97.0,211300,220400,165200,0,All Wheel,5,1,0,5.0,0,1,1,1
Mercedes,311,Available,220,273,2448,12.0,60,205,990,60.0,68398,54990,49825,0,Front Wheel,7,0,0,5.0,0,1,1,1
Tesla,315,Discontinued,285,218,2427,6.2,95,306,510,62.0,89100,90600,49825,1000,All Wheel,7,0,0,5.0,0,1,1,1
Mercedes,231,Discontinued,590,183,2615,4.8,173,655,610,107.8,125378,147326,49825,750,All Wheel,5,0,1,5.0,0,1,1,1
Volkswagen,272,Available,250,255,2348,7.4,75,250,1000,63.8,67913,54990,49825,2000,Rear Wheel,7,1,1,5.0,0,1,1,1
Mercedes,332,Discontinued,205,293,2576,12.0,60,193,1030,60.0,68056,54990,49825,0,Front Wheel,7,0,0,5.0,0,1,1,1
Porsche,269,Discontinued,440,190,2320,4.1,216,557,530,83.7,119914,126064,95200,0,All Wheel,5,1,0,5.0,0,1,1,1
Mercedes,267,Discontinued,450,201,2540,3.5,141,491,430,90.6,110706,128613,105860,1700,All Wheel,5,1,1,5.0,0,1,1,1
Skoda,135,Discontinued,435,177,2214,7.0,115,473,575,77.0,56650,54990,52505,1200,All Wheel,5,1,1,5.0,1,1,1,1
Kia,167,Discontinued,230,170,1610,9.9,37,209,315,39.2,40290,37295,32875,0,Front Wheel,5,1,0,5.0,0,1,1,1
Porsche,470,Discontinued,410,204,2395,2.9,216,520,489,83.7,199168,207664,149300,0,All Wheel,5,1,0,5.0,0,1,1,1
Porsche,291,Available,505,192,2385,3.3,267,655,489,97.0,148600,155233,119200,0,All Wheel,5,1,0,5.0,0,1,1,1
Abarth,195,Discontinued,225,166,1410,7.0,67,247,185,37.3,43000,44000,38695,0,Front Wheel,4,0,0,5.0,0,1,1,1
Porsche,389,Discontinued,395,212,2395,3.3,216,496,489,83.7,157776,163900,120900,0,All Wheel,5,1,0,5.0,0,1,1,1
Mercedes,240,Discontinued,450,201,2535,4.2,141,491,430,90.6,104756,111068,49825,1700,All Wheel,5,1,1,5.0,0,1,1,1
Mercedes,184,Available,450,201,2445,7.1,141,485,520,90.6,83479,81827,49825,750,Rear Wheel,5,1,1,5.0,0,1,1,1
Toyota,269,Discontinued,265,260,2161,13.1,79,252,989,69.0,65385,77445,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Opel,212,Discontinued,200,232,1813,11.7,78,214,806,46.3,44750,54990,34685,750,Front Wheel,7,0,1,5.0,0,1,1,1
Audi,221,Discontinued,480,221,2725,4.5,144,493,590,106.0,100350,101990,101315,1800,All Wheel,5,1,1,5.0,0,1,1,1
Citroen,217,Available,265,260,2240,14.2,79,252,989,69.0,53230,69781,42935,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Volkswagen,243,Available,255,250,2302,12.8,75,254,800,63.8,62719,61990,53404,2000,Rear Wheel,7,1,1,5.0,0,1,1,1
Tesla,382,Discontinued,375,228,2524,3.4,90,366,510,85.5,142200,144600,49825,1000,All Wheel,7,0,0,5.0,0,1,1,1
Ford,197,Discontinued,345,203,2138,6.3,78,347,619,70.0,69200,66445,49825,750,All Wheel,5,0,1,5.0,0,1,1,1
Opel,215,Available,265,260,2240,14.2,79,252,989,69.0,54550,58963,49595,1000,Front Wheel,7,0,1,5.0,0,1,1,1
Ford,305,Available,255,278,2800,7.0,105,259,672,71.0,77707,54990,49825,2300,All Wheel,7,1,1,5.0,0,1,1,1
Opel,321,Discontinued,180,257,1989,12.1,78,191,510,46.3,64075,59119,43575,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Audi,245,Discontinued,295,219,2445,6.8,114,315,677,64.7,71350,54990,63835,1800,All Wheel,5,1,1,5.0,0,1,1,1
Porsche,273,Available,440,187,2270,3.7,195,546,530,82.3,121800,127800,96700,0,All Wheel,5,1,0,5.0,0,1,1,1
Smart,263,Discontinued,95,176,1115,11.8,0,65,260,16.7,25200,26995,19835,0,Rear Wheel,2,0,0,5.0,0,1,1,1
Toyota,304,Discontinued,180,257,1989,12.1,78,191,989,46.3,59385,54990,43488,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Mercedes,333,Discontinued,210,286,2380,12.0,96,211,990,60.0,60678,79061,49825,0,Front Wheel,7,0,0,5.0,0,1,1,1
ORA,123,Discontinued,340,174,1615,8.2,55,313,228,59.3,44490,54990,33795,0,Front Wheel,5,1,0,5.0,0,1,1,1
Ford,340,Available,255,278,2760,8.0,105,259,672,71.0,55400,54990,75347,2000,Rear Wheel,7,1,1,5.0,0,1,1,1
Lucid,179,Discontinued,560,164,2337,3.6,160,645,910,92.0,99000,102000,49825,0,All Wheel,5,1,0,5.0,1,1,1,1
Citroen,204,Discontinued,205,226,1813,11.7,78,221,806,46.3,43640,43556,33315,750,Front Wheel,7,1,1,5.0,0,1,1,1
Skoda,139,Discontinued,345,168,2008,8.8,82,375,575,58.0,55400,47990,49825,1000,Rear Wheel,5,1,1,5.0,0,1,1,1
Jeep,132,Discontinued,310,164,1611,9.0,79,330,355,50.8,39900,54990,36500,0,Front Wheel,5,1,0,3.0,0,1,1,1
Mercedes,272,Available,215,279,2594,12.0,60,199,1030,60.0,58488,54990,49825,0,Front Wheel,7,0,0,5.0,0,1,1,1
Hongqi,172,Available,435,219,2608,3.9,210,510,705,95.3,55400,74995,49825,1500,All Wheel,5,1,1,5.0,0,1,1,1
Mercedes,335,Available,420,216,2690,3.7,141,453,520,90.6,139438,150555,115130,1800,All Wheel,5,1,1,5.0,0,1,1,1
Lucid,328,Discontinued,670,176,2435,2.7,185,766,910,118.0,218000,222000,49825,0,All Wheel,5,1,0,5.0,1,1,1,1
Porsche,486,Discontinued,380,220,2395,2.9,216,478,489,83.7,191096,198400,143400,0,All Wheel,5,1,0,5.0,0,1,1,1
Porsche,227,Discontinued,445,188,2235,5.4,216,559,530,83.7,99815,105607,84654,0,Rear Wheel,5,1,0,5.0,0,1,1,1
Ford,156,Discontinued,375,187,2044,6.9,78,375,619,70.0,56500,61200,50030,750,Rear Wheel,5,0,1,5.0,0,1,1,1
ORA,150,Discontinued,330,180,1615,8.2,55,300,228,59.3,49490,54990,49825,0,Front Wheel,5,1,0,5.0,0,1,1,1
BYD,124,Discontinued,260,173,1700,8.0,50,249,345,44.9,55400,32990,27195,0,Front Wheel,5,1,0,5.0,0,1,1,1
Porsche,206,Discontinued,485,173,2205,5.4,216,621,491,83.7,98863,104707,83654,0,Rear Wheel,5,1,0,5.0,0,1,1,1
Tesla,264,Discontinued,440,216,2572,2.9,100,438,510,95.0,55400,115920,101350,2250,All Wheel,7,0,1,5.0,0,1,1,1
Mercedes,346,Discontinued,205,293,2405,12.0,96,211,1390,60.0,61571,80253,49825,0,Front Wheel,7,0,0,5.0,0,1,1,1
Audi,177,Discontinued,445,200,2585,6.0,146,472,590,89.0,78150,73785,73215,1800,All Wheel,5,1,1,5.0,0,1,1,1
Porsche,360,Discontinued,445,188,2380,3.2,216,568,450,83.7,164420,171763,125800,0,All Wheel,5,1,0,5.0,0,1,1,1
Tesla,242,Discontinued,420,226,2572,3.7,100,413,510,95.0,99700,102420,89850,2250,All Wheel,7,0,1,5.0,0,1,1,1
Genesis,174,Discontinued,375,197,2170,5.5,200,472,432,74.0,63200,54990,58365,1600,All Wheel,5,0,1,5.0,1,1,1,1
Fiat,303,Discontinued,185,250,1969,12.1,78,198,450,46.3,55990,54990,49825,1000,Front Wheel,7,0,1,5.0,0,1,1,1
Mercedes,199,Discontinued,450,201,2430,6.7,141,485,520,90.6,86811,91950,49825,750,Rear Wheel,5,1,1,5.0,0,1,1,1
Opel,268,Available,180,257,2027,13.3,78,191,603,46.3,47550,48753,49825,1000,Front Wheel,7,0,1,5.0,0,1,1,1
Tesla,330,Discontinued,405,211,2271,3.0,90,401,895,85.5,129600,137700,49825,1000,All Wheel,5,0,0,5.0,0,1,1,1
Toyota,263,Discontinued,265,260,2161,13.1,79,252,980,69.0,55400,69795,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Fisker,124,Discontinued,350,203,2300,7.4,100,391,476,71.0,43900,43990,36900,1090,Front Wheel,5,0,1,5.0,0,1,1,1
Fiat,238,Discontinued,265,260,2167,13.3,79,252,800,69.0,62990,54990,49825,1000,Front Wheel,7,0,1,5.0,0,1,1,1
Citroen,276,Discontinued,185,250,1969,12.1,78,198,507,46.3,53640,57083,37045,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Citroen,246,Discontinued,185,250,1932,12.1,78,191,140,46.3,49080,41780,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Mercedes,278,Discontinued,490,221,2805,5.2,173,521,645,108.4,124545,148173,49825,1800,All Wheel,7,0,1,5.0,0,1,1,1
Porsche,445,Discontinued,430,195,2370,2.8,216,549,450,83.7,197740,206163,148300,0,All Wheel,5,1,0,5.0,0,1,1,1
Mercedes,283,Available,210,286,2641,12.0,60,199,1410,60.0,59363,54990,49825,0,Front Wheel,7,0,0,5.0,0,1,1,1
Porsche,341,Available,505,192,2390,2.7,267,655,489,97.0,176600,184000,136200,0,All Wheel,5,1,0,5.0,0,1,1,1
Volkswagen,271,Available,245,260,2523,12.8,75,247,800,63.8,66021,68390,56129,2000,Rear Wheel,7,1,1,5.0,0,1,1,1
Kia,156,Discontinued,230,170,1610,9.9,37,209,315,39.2,38090,33495,49825,0,Front Wheel,5,1,0,5.0,0,1,1,1
Kia,146,Discontinued,235,167,1667,9.8,37,215,451,39.2,34400,54990,29595,0,Front Wheel,5,0,0,4.0,0,1,1,1
Mercedes,336,Discontinued,205,293,2606,12.0,60,193,1410,60.0,68949,54990,49825,0,Front Wheel,7,0,0,5.0,0,1,1,1
Opel,255,Discontinued,185,250,1969,12.1,78,198,507,46.3,50992,48108,36995,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Peugeot,243,Discontinued,185,250,1932,12.1,78,191,510,46.3,49080,40790,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Genesis,209,Discontinued,360,206,2220,4.0,200,456,432,74.0,73100,54990,67505,1600,All Wheel,5,0,1,5.0,1,1,1,1
Peugeot,294,Available,180,257,2027,13.3,78,191,603,46.3,46230,59571,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Audi,303,Discontinued,335,258,2695,4.5,146,354,677,86.5,96050,106940,88700,1800,All Wheel,5,1,1,5.0,0,1,1,1
Citroen,285,Discontinued,180,257,1989,12.1,78,191,912,46.3,52730,49944,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Mercedes,190,Discontinued,440,202,2460,7.6,120,468,520,89.0,83748,54990,49825,750,Rear Wheel,5,1,1,5.0,0,1,1,1
Citroen,274,Available,180,257,2027,13.3,78,191,603,46.3,46230,59571,36635,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Ford,165,Discontinued,350,207,2276,6.2,100,372,619,72.6,57900,54990,49825,750,All Wheel,5,0,1,5.0,0,1,1,1
Opel,306,Discontinued,185,250,1932,12.1,78,191,510,46.3,56700,54990,49825,1000,Front Wheel,7,0,1,5.0,0,1,1,1
Porsche,308,Discontinued,370,192,2245,4.0,183,469,530,71.0,114559,121463,91700,0,All Wheel,5,1,0,5.0,0,1,1,1
Citroen,280,Available,180,257,2056,13.3,78,191,989,46.3,47230,60781,37535,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Peugeot,300,Available,180,257,2056,13.3,78,191,989,46.3,47230,60781,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Peugeot,278,Discontinued,185,250,1989,13.1,78,198,989,46.3,52730,50289,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Skoda,137,Discontinued,345,168,2000,8.8,82,375,570,58.0,46850,47990,49825,1000,Rear Wheel,5,1,1,5.0,0,1,1,1
Ford,295,Discontinued,235,272,2602,9.0,105,245,819,64.0,67771,54990,61727,2000,Rear Wheel,7,1,1,5.0,0,1,1,1
Volkswagen,300,Available,245,260,2523,7.4,75,247,800,63.8,70210,73890,66335,2000,Rear Wheel,7,1,1,5.0,0,1,1,1
Renault,198,Discontinued,140,166,1502,14.5,0,102,338,23.3,30100,30390,19845,0,Front Wheel,5,0,0,5.0,0,1,1,1
Smart,258,Discontinued,95,176,1115,11.8,0,65,260,16.7,25200,27043,18560,0,Rear Wheel,2,0,0,4.0,0,1,1,1
Toyota,227,Discontinued,265,260,2131,13.1,79,252,550,69.0,55400,60095,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Porsche,247,Discontinued,480,174,2295,4.0,216,613,491,83.7,120081,126395,94996,0,All Wheel,5,1,0,5.0,0,1,1,1
Mercedes,322,Available,215,279,2596,12.0,60,201,1390,60.0,69309,54990,49825,0,Front Wheel,7,0,0,5.0,0,1,1,1
Volkswagen,262,Available,255,250,2302,7.4,75,254,800,63.8,66908,54990,49825,2000,Rear Wheel,7,1,1,5.0,0,1,1,1
Hyundai,128,Available,295,165,1685,9.9,50,291,493,48.6,38340,36995,49825,300,Front Wheel,5,1,1,4.0,0,1,1,1
Citroen,237,Discontinued,265,260,2131,13.3,79,252,507,69.0,59640,66097,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Peugeot,295,Discontinued,185,250,1989,13.1,78,198,989,46.3,54430,59364,43625,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Toyota,381,Discontinued,180,257,1989,12.1,78,191,980,46.3,55400,68595,49825,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Volkswagen,284,Available,245,260,2523,8.6,75,247,800,63.8,68169,70690,60557,2000,Rear Wheel,7,1,1,5.0,0,1,1,1
Porsche,398,Discontinued,405,207,2405,3.2,216,512,489,83.7,165372,172863,126800,0,All Wheel,5,1,0,5.0,0,1,1,1
Porsche,487,Discontinued,395,212,2400,2.8,216,501,489,83.7,198692,207163,149300,0,All Wheel,5,1,0,5.0,0,1,1,1
Kia,144,Discontinued,230,170,1593,9.6,37,209,315,39.2,33133,54990,49825,0,Front Wheel,5,1,0,5.0,0,1,1,1
Peugeot,289,Discontinued,185,250,1969,13.1,78,198,603,46.3,53640,57428,42785,1000,Front Wheel,7,1,1,5.0,0,1,1,1
